name,category,icon,downloads,updateDate,description
Herobrine in Butter Land Lite,Game,https://lh6.ggpht.com/N-rNyJMQHIP3l-gkIQR5xmKOPxUzZRT1B0y0-qbAFpQtbq2wfiMIyLAq9i9zwzhvo6Q=w300,"10,000 - 50,000","October 16, 2013","BEST PIXEL GAME WITH MINECRAFT SKIN EXPORTER!NOW, YOU CAN EXPORT YOUR FAVORITE CHARACTER SKINS FROM THE GAME TO YOUR OWN MINECRAFT ACCOUNT (PC EDITION ONLY - NOT POCKET EDITION)Now it is your turn to prevent Herobrine from turning into Zombie!! The Pixel City is in great danger. What started as a bad influenza has turned everyone into zombies. The Pixel City is now Zombie City and our last hope is Herobrine. Herobrine must consume Butter constantly to prevent from turning into one of the zombies. But be careful out there and do not get bumped into TNTs and Creepers. Now, the time is running out! The life of Herobrine is in your hands! Herobrine in Butter Land is a retro style fun arcade game for all ages. With simple control and fun game play, all your families and friends will have a blast!And the best part for Minecraft fans Geribrube ub Vytter Kabd features Minecraft Skin Exporter. You can export your favorite character skins from the game to your own Minecraft with just touch of a button! (PC Edition Only - Not Pocket Edition)- Stunningly fun arcade game- Easy Control for all ages- Fun and Cute Block Graphics- Minecraft Skin Exporter (PC Edition Only - Not Pocket Edition)"
Cooking Academy 2,Game,https://lh5.ggpht.com/ug7IV-dYUe4DvP4_F1CuO9hLJ499BQfwgTjN9STz9sII1n6lstbxdJEMZKjbFiDPRZY=w300,"50,000 - 100,000","October 28, 2013",Cooking Academy 2 Game
WWE Quiz Fun,Game,https://lh3.ggpht.com/ulhjwQ9max7lbmxxz8hwcEdcG2T8gjJsck4ipXDfGRitfgX7sqWIoqZlhF8U4JH14hy9=w300,"10,000 - 50,000","October 30, 2013","Are you Real WWE Fan ? We Challenge you !Guess the Wrestlers !Do you remembers all these wrestlers from WWE ? Let's Play Now !Have fun with this FAN APP WWE Quiz Game.=========Feature=========- Over 160 wrestlers are waiting to challenge you.- WWE Fight Videos 2013 (Youtube)- 3 Game Mode:> Time Attack Mode - How far can you go within 60 seconds quiz !> 3 Missed Mode - You can miss up to 3 times !> No Missed Mode - This is very hard mode, try to get high score without miss !- 3 Hints to help you ! : 50/50, Skip and Ask friend on Facebook- Colorful Graphic logo quiz.- Compete with your friend by sharing your score to Facebook !- Fun with popular wrestlers from WWE 2K14: John Cena, Dwayne ""The Rock"" Johnson, Dolph Ziggler, Ryback, Randy Savage, Shawn Michaels, ""Stone Cold"" Steve Austin, CM Punk, Big Show, Edge , Kevin Nash , Brock Lesnar, Kane, Undertaker and many more....------------------------DISCLAIMER:This is an Unofficial App for ""WWE"". For interest and entertainment purposes only.All texts, images and videos content are copyright to their respective owners.------------------------"
Crazy Fruit,Game,https://lh4.ggpht.com/6lX_u0sRaZkEKlTw2qp1YDZCVmQphVqsC5a_4Ua-4Rg3l4iInVIULYTA8fKNO1tCgPU=w300,"50,000 - 100,000","October 28, 2013","Crazy Fruit is a very addictive match-two game!One tap on two or more adjacent same fruits will burst them, more fruits burst at same time more high scores,  create new high score is game winner!Create higher score to challenge with your friends!  Enjoy this social crazy fruit game!Game Features:• One Tap to blast• Star in fruits will give a extra scores• Three game modes: easy, normal, hard• The Last Bonus will give you a surprise.• Friend Circle Leaderboards, Global Leaderboards!How To Play:• One Tap on two or more same fruit.• Down stars in fruits to screen bottom, you will get extra bonus.• The more fruits you eliminated, the more scores you will get. • Try to clear all the fruit, you'll win the big last bonus.Game Style: Pop Star, Fruit Crush Saga, Candy Pop.Free download this best fun fruit game, you'll love it!"
Roboninjas,Game,https://lh6.ggpht.com/in2YalmwtLpuB8cDqgIiTMEb_KXfWPJRgvjDKtjlWuQbvgd8Um92nS61iGlCTJtcXE8=w300,"5,000 - 10,000","November 1, 2013",Take a part to the journey with a roboninjas up to the top!
Vampire Slot Machines - Pokies,Game,https://lh3.ggpht.com/sg-dCxjFsvGIJAifStdtuOgc0OkRn_3dZMOC7fR5jIkPF2qGsvWEiPT6NRt9p7e1ifs=w300,"5,000 - 10,000","October 24, 2013","If you’re into the whole vampire madness which has been going on ever since dawn of humanity, then these slot machines are just the thing for you. A really spooky pokies have hit the online slot machines market these days.Starting from its literally terrific graphics, featuring dark and gloomy characters, to the accompanying sounds that add to the overall atmosphere of this bloody and spooky pokies game, everything here screams horror.There are tormented vampires  beautiful maidens bitten by these nasty creatures, but also weapons used to fight them and standard poker symbols. As a bonus, some of these serve as special symbols. Therefore, the pokies have a wild and scatter symbols. Vampires is indeed a game worth trying, especially if you like horrors and spookiness. There is really something special about it – usually, slot machines with such theme have a comical note about them, but that’s not the case here. The seriousness of this pokies game is as authentic as its theme, and when you count in the slot machines quality and occasional generous prizes, you’ll get why Vampires has been such a major and instant success. Slot Machines Rules:   • Vampire is a 5-reel, 3-row, 15-bet line video slot featuring Free Spins, Win Both Ways, and Sticky Wild substitutions.   • The pokies are played on 15 bet lines (fixed), 1 - 10 levels (30 coins per level), and different coin values.   • Sticky Wild symbols substitute for all symbols except Scatter symbols.   • A Sticky Wild symbol completing a winning combination stays on the reel until there are no new wins with the Sticky Wild symbol.   • 3 or more Scatter symbols appearing anywhere on the reels in the main game and in Free Spins activate Free Spins according to the paytable. At the end of Free Spins, the total win from Free Spins is added to any wins from the round that activated Free Spins."
String Ensemble Sound Effect,Game,https://lh4.ggpht.com/zPWr4cNtRJq7ZkfiXeLJBVNC1d-yvbSyqioHdJMSp8P7e1AX7r4jLQVIlH7nn7wIOMtp=w300,"100,000 - 500,000","October 21, 2013",================================================== Notice:== This is a Sound Plugin for App: Perfect Piano.  It can't run alone! == Please search and install Perfect Piano first from Google Play to use this plugin  == Suggest changes the keyboard sustain time to 0ms in Settings make it more real = like strings effect.=================================================Usage:  1. Enter Keyboard Screen of Perfect Piano  2. Select switch instrument icon.  3. This new instrument icon will automatic show. Select it and load the new sound.Notice: 1. Suggest changes the keyboard sustain time to 0ms in Settings make it more real like strings effect. Enjoy it especially with Canon in D. 2. The first time to load sound maybe take a little longer time. 3. This need Perfect Piano v5.8.3 or newer version and Your phone has a SD Card inserted or preload flash storage.Any issue let us know: contact@revontuletsoft.com
Panda Run 3D,Game,https://lh4.ggpht.com/Dl7BOncowVOsGGozLQMM02B0kA6zViqqgDyOr8Cq0QvTAV_l8hB4YWtfNTZ2lwnSQRM=w300,"10,000 - 50,000","October 28, 2013","Boredom with similar type of running games and searching for the top level excitement. Panda is back with a new host of painful antics, awesome acrobatic/desperate moves, special items and suber-cool locations in Panda Run 3D. Panda Run 3D is the most entertaining game of its genre. Full entertaining game with the powerpack obstacle and hurdles with the eye catching characterization and amazing HD graphics that you can't ignore to play. This thrilling game welcomes you to ancient Snowland, a place of mystique and ancient treasures. The exotic landscape bustles with life and color, and the maze-like streets hide mysteries and dark secrets. Forget the temple, jungles, caves and subway stations – feel this eye relieving location of winter and experience this heart breaking ice adventure for treasure hunting. Only game which give you the option to choose your favorite panda -  Bubba, Pinch and Cody. Choose any one cute panda character and start your adventure run. Our lovely Superhero Panda collecting coins like a Mafia Don by using amazing powerups like multiplier, power booster, powersheild to save your hero panda from the obstacles like barricade, drums etc. In this fast-paced android application, Super panda is trying to reach as far as possible while avoiding dangerous obstacles like brick-busting blasts, insects, trap that will make him bleed, dangerous cliffs full of water etc that will propel you through this amazing adventure. Run, jump, dash and slide over and around tons of different and WACKY obstacles in this crazy new endless running game!!! Our Panda is  making a mad dash to escape the hurdles but he can’t, so he needs your help! Enjoy this game with your friends, Girl friend or valentine, family and in work stations too..Guide Super Panda on a mad dash through various scenic locations like a snow world. Notice: When you run farther, the running speed will increase.Features :- 1. 3D graphics with amusing style, you can play it with the first-person view.2. Lovely and relaxing sound effects, glorious game effects.3. The never-ending mega game.4. Brainless controls!5. Multiple Power Ups : That you can't mess with it.6. Easy pick up and play gameplay.7. Stunning visualization and silky smooth 3D animation.8. Simple and fun game mechanics.9. Simple swing and tilt control, easy to use, comfortable feel.10. Simple and easy to play but involves a good mind and hand control exercise.11. Compare high-scores with friends on FacebookTags: kungfu panda, jumping game, run game, rolling, rush, thunder, Rolling game"
Angry Sky & Butter Thief Lite,Game,https://lh3.ggpht.com/CgKgyekHi95AxQa8OgTELxpQZskT-X3zpLt7GG9sCc5ri58x-ykA1-uq2LROFsWkZA=w300,"5,000 - 10,000","October 16, 2013","EXTREMELY FUN CATAPULT GAME FOR SKY & BUTTER FANSBONUS: CHOOSE YOUR CHARACTER AND EXPORT THE SKINS OF THE CHARACTERS FROM THE GAME TO YOUR OWN MINECRAFT GAME ACCOUNT (PC EDITION ONLY - NOT POCKET EDITION)Long ago, Sky and Majestic Butter lived happily in the Block Butter Castle. One day, Evil Squids have kidnapped Majestic Butter from the Block Butter Castle. When Sky found out Majestic Butter was gone, he got really angry and prepared for revenge! Now, it is your turn to join Sky's journey to the Squid Prison where Evil Team of Squids has imprisoned Majestic Butter. Put Sky on a catapult, pull and fire! Angry Sky & Butter Thief is a super fun catapult game for all ages! With its cool graphics, fun storyline and fun gameplay, you will have so much fun with this game. Bonus: Angry Sky & Butter Thief features Minecraft Skin Exporter for all Minecraft Fans. When you choose your main character, you can also export the skins of the characters to your own Minecraft Game account (PC Edition only - Not Pocket Edition)Features:Stunning Graphics & AnimationsEasy, Fun & Challenging GameplaySuitable for All AgesMinecraft Skins Exporter (PC Edition only - Not Pocket Edition)"
Lost in Baliboo,Game,https://lh6.ggpht.com/GMSL34_0tk80GXK9gF9AiFBneFamKzVSwmfTlkEY--5u8fhFA5bLimZJXyKZ27ejubI=w300,"5,000 - 10,000","October 30, 2013","Who of us has never dreamt of becoming a Robinson? Well, this is your chance to get to be one! Adventures are waiting for you! The airship got wrecked during a storm, and you find yourself on an unknown land and there’s not a soul around you. The captain of the airship, who had started this trip with you, disappeared without a trace, there’s no communication with the outer world. But don’t get desperate! You have plenty of time which you can spend profitably. What shall we start with? Start with the arrangement of a camp of course, which one day may turn into a real colony! Luckily, the destiny has thrown you onto a rich land, where you can find anything you might wish – just wind up your brain and work hard. Having settled down a little bit we’ll set off: we’ll go to the mountains and to the desert, we’ll sail to the neighbouring islands, get acquainted with the wild tribes residents and even fight wicked predators. In short, here you’ll always find something to do, and life will give you big and small surprises all the time. Find out what secrets are hidden here on this lost coast. • Arrange the colony Construct the required buildings, grow plants, develop your farm. • Travel In this game you can move about between different locations, unique with their nature and mysteries. • Explore Examine exotic plants and extraordinary animals in the game to get a chance to take them to your camp. • Relax Marvellous tropical landscapes will let you rest from your drab existence and make you feel the wild nature conqueror. Welcome to the adventure world!Like us on Facebook: http://www.facebook.com/lost.in.baliboo"
Puzzle Numbers HD,Game,https://lh6.ggpht.com/J38yfzjwbfLh6Uqc8UkR7ZfD4pQNKE6iuEae5O7b1AC1T-h_ckfXJxOIeJsjLQ47WPo=w300,"10,000 - 50,000","November 5, 2013","The newest and most interesting casual puzzle game is hereA variety of interesting numbers character makes you unable to stop itVivid background sound Realistic game graphicsMore realistic and thorough experience! Smooth gaming feelingsIt will test your reaction abilityIf you like it, download itPuzzle Numbers is a classic casual puzzle game. At the beginning, the order of the 15 numbers is disrupted; you need move them and arrange them from small to large order. Tap the D-pad to move the numbers and arrange them from small to large order!"
Armed Heroes(BGI),Game,https://lh6.ggpht.com/LRnbkF-nytrXdej02RIeYpWeYxHbcV6SUDwOraC7nyDGoV3vRkV-o-uI-wg6f82gNEU=w300,"10,000 - 50,000","October 30, 2013","An amazing real-time 3D MMO Role-Playing Game you cannot miss! After centuries of peace, the darkness falls, having the land swallowed by blood and chaos. Lords of old days disappeared one after another, leaving man trembling and moaning in hopeless shadows.The Lord of evils opens his eyes in the dark, he is waking, he is waiting. … Where are the heroes, the long been selected ones? … Will they appear before everything is too late? … Are you THE ONE? Join hundreds of thousands of online gamers here to experience a real 3D MMOARPG, to enjoy fabulous real-time 3d actions and to make a difference on your own or with other online players on this novel land! - CHOOSE WHO YOU WILL BE - Six heroes of different classes are available for free choice: Warrior, Archer, Wizard, Necromancer, Assassin and Knight. Each class owns his/her particular attribute and dozens of active/passive skills:learn and upgrade new skills wisely Possessing life skills to have more fun: fishing, cooking, disenchanting, forging… With more than 150,000 pieces of equipments to collect, inlay and enhance, you can continuously upgrade your heroes’ power and change their appearances as long as you like. Create up to 6 different characters to play: experience different classes with different fabulous sound/skill special effects. - FIND YOUR WAY TO BE A HERO - Clean and clear UI ensures smooth and easy controls. Follow the legend to complete series of mainline/ sideline quests: challenge your bravery through numerous dungeons by yourself or automated teaming-up with other players. Perform your best actions against evil monsters & achieve higher Quest Rating to discover and collect rare equipments including helmet, shoulder, necklace, ring, breastplate, leg guard and costume… Enjoy real time online battle in the arena: person to person, or clan to clan, challenge for the glory of heroes. - ENJOY REAL-TIME ONLINE BATTLE - A real Massive Mutiple Online RPG! You can fight as long as you can connect internet! Enjoy the fun of battle at anytime, anywhere with your friends! Hundreds of PVE maps are waiting for your exploration! Challenge the terror demons with people through the online world together! Here are really creative PVP gameplays!Never tried TD,dota and arena in a MMORPG? Come on here to get start! - MONTHLY EVENTS & FREE UPDATES - Always free to update new versions. New weapons, new monsters and new dungeons will continue to add."
Hidden Object Monsters Deluxe,Game,https://lh4.ggpht.com/QjMiM4-GtmvKdXIZka19jZuArV1P5nV1A6v8bm7zrYYUml5VNnr0UbqVIqwJZhGEVg=w300,"1,000 - 5,000","October 30, 2013","Difference Games and best-selling artist Phatpuppy bring you the FREE Hidden Object Deluxe - Monster Mash!This is a compilation of 4 awesome and unique games! In addition to Hidden Object, you get a relaxing Mahjong experience, a detective-themed Super Sleuth game, and a Hidden Memory game that's great for working on your memory skills!Each game in ""Monster Mash"" contains 8 spine-chilling levels, filled with items. Take a trip into a world featuring monsters of all types and persuasions!FEATURES:-Hidden Object game with 4 game modes and 3 ways to search for items. Training mode and hints also included.-Mahjong game that starts off easy but gets harder with each level you complete.-Super Sleuth game which is a fun twist on standard Hidden Object. Use a Magnifying Glass or Clue Cards to hunt for the hidden items.-Hidden Memory game with several game modes giving a great workout for the brain cells!Have fun :)"
Dragon Ball Quiz Fun,Game,https://lh4.ggpht.com/PXiYij4POb9fvtc_mpcftfRDR1Cv1UJxrQecOV8SCHNaNzIhl64XucGwD9mpJK_ThQ=w300,"100,000 - 500,000","October 27, 2013","Are you Real Dragon Ball Z Fan ? We Challenge you !Guess Who is characters in Dragon Ball Z ! Do you remembers all these characters from anime and manga ? Let's Play Now !Have fun with this FAN APP Dragon Ball Z Quiz Game.=========Feature=========- Over 120 Characters are waiting to challenge you.- Fight Video and Full Fighting Episode- 3 Game Mode: > Time Attack Mode - How far can you go within 60 seconds quiz !> 3 Missed Mode - You can miss up to 3 times !> No Missed Mode - This is very hard mode, try to score without miss !- 3 Hints to help you ! : 50/50, Skip and Ask friend on Facebook- Colorful Graphic.- Compete with your friend by sharing your score to Facebook !- Fun with guess for top main characters from DGBZ: Son Goku, Son Gohan, Vegeta, Trunks, Piccolo, Bulma. Yamcha, Kuririn, Freeza, Cell, Majin Boo and many more from Dragon Ball GT; Pan, Uub, Pilaf Gang, Red Ribbon and Dragon Ball Z KaiKa-me-ha-me-HA!!! Let's Fight with us !!!------------------------DISCLAIMER:This is an Unofficial App for ""Dragon Ball"". For interest and entertainment purposes only.All texts, images and videos content are copyright to their respective owners.None of the video content in this app was created or modified by us. We are a curator providing direct access to content publicly available on Youtube.------------------------"
Celebrity Ice Cream Slush,Game,https://lh6.ggpht.com/7ozTFpd3ABB__GUgBVHiSjso7OfRT6vh2EEMWki_51l5J0gvScMwh1OSZDJkd2soQ5o=w300,"10,000 - 50,000","November 5, 2013","Let's cheer for the cool fun! So, what's your favorite ice cream dessert in summers? Yes, the ice cream slush and your favorite celebrity love it too! Make some fabulous and unique ice slush’s in this real cooking and maker experience to be top star chef! Have it with your favorite celebrity.For the lovers of milkshakes, smoothies and ice shakes. It’s the icy world with a creamy delight.*** STORY ***Top Hollywood celebrity is here with you to make some delicious ice cream slush. Treat them well the best cold dessert. Feel like being a star and have some cold slush with your favorite celebrity. ***FEATURES***•	Amazing maker experience for kids•	Countless backgrounds themes & dress up items•	Share with friends through Facebook•	Earn Pocket Change coins to purchase different stuff•	Daily bonus to help you unlock items ***Brought to you by TenLogix Games******PRIVACY POLICY***Being a developer we truly understand that privacy plays an important role. You can read our privacy policy here: www.tenlogix.com/PrivacyPolicy.php***MESSAGE***Your suggestions & Feedback are valuable to help us keep working on new concepts.***DISCLAIMER***This app is ad supported and may contain adds."
Candy Pop Star,Game,https://lh5.ggpht.com/_c37Sar-FU-C17QmN3q_b1ZonRlRaJZ0LkG8zkMzOlfmYirA1NvTqjBUCfEomJVijW_I=w300,"5,000 - 10,000","October 21, 2013","Candy Pop Star  is a very interesting game, Once you pop, you can't stop! Tap on two or more adjacent candy to destroy them. An exciting game with cool Effects.Candy Pop Star features - Auto Save game level- save high scores with 20 personHow to Play:- Just tap two or more candy of the same color.- There is no time limit, but each level has target points to proceed to next stageTips on Scoring:- Remember just two rules below:1. The more candy you pop, the more score you will get2. Try to clear all candy, you will get a lot of bonus.Others name:Candy, candy pop crush saga, pop star, popstar, free , happy, funny , Kids Games , jewels , fruit , crush , bubble , World, sweet, delicious , tasty, jewelTag: popstar, monster, match, 3, dash, puzzle, game, luxor, gem, jewel, 4, talismans, heroes, treasures, matchem, elements, diamond, zuma, bubble, shoot, shooter, shot, pop, bust, burst, ball, mite, breaker, egg, bubbles, balls, world, deluxe, pro, classic, ""bubble shooter"" ""bubble blast"" ""bubble blaster"" ""bubble shot"", island, crazy, jungle, jungles, islands, season,aqua, online, game, games, app, free, buster, burst, blaster, play, world, download, android, town, 1, 2, 3, 4, 5, pop, struggle, breaker, 3d, bobble, absolutist, star,zuma,blast"
Oh My Heroes!,Game,https://lh6.ggpht.com/l8amQpLaN80YozNu-5LmCli_2uVWE37i8ChJDaE77wxg8524joIv03Cs4_jo26S7fw=w300,"10,000 - 50,000","October 24, 2013","Oh My Heroes! is simply fun! Run, jump, hack and slash! Smart teamwork and tactic combinations! Death Match, Team Match and King of the Hill!  ► ► ► ► ► Long, long ago in a realm far, far away, it was all peace and happy. But one day, the Magic Crystals fall from above,  full of magical energies that can even give people the ability of respawn. Endless battles then began for the control of the Magic Crystal. Now it's your destiny to fight and discover the unknown power behind them. Partner with online teammates and beat the opposite team to collect the Magic Crystals. Hire more heroes and upgrade their unique skills.  ► ► ► ► ► • Real-time online multiplayer Death Match, Team Death Match and King of the Hill.  • Fast pacing fun hack and slash.  • Five different heroes with ten unique skills.   • Various cooperative and competitive strategy among teams.  • Simple and easy to learn, hard to master.  ► ► ► ► ► Updates will keep coming in the future:  • Single player mode with tons of missions.  • More heroes and skills.  • Upgradeable properties.  • Gears and power-ups.  ► ► ► ► ► An active internet connection is required to play."
Bubble Guppies Games Puzzle,Game,https://lh5.ggpht.com/rcmGtPtdVF4XCvlWRhAGz8KrtGnckelJ027FYamoo6QP9IT7nTy39PP4t6ELOvPTKzAt=w300,"5,000 - 10,000","October 20, 2013","Bubble Guppies Games Puzzles for all ages. Bubble Guppies Games Puzzles provide hours of entertainment for you and your whole family. You'll never need to buy jigsaw puzzle again. You'll also never need to look for those missing pieces on the floor!  Our Bubble Guppies Games Puzzles help teach fine motor skills. After the Bubble Guppies Games puzzle is complete,  a bubble guppies song will be heard. Want to play again? Just shake the phone to restart the puzzle or continue to the bubble guppies puzzle! Features:- Jigsaw Puzzle- Cute themes- Cute graphic* Help your kids to learn* Nice sound effectsThis app just for fun. Download and Enjoy !"
Stickman Shooting,Game,https://lh5.ggpht.com/kqEZjkfrOXOpjYVd7K4Rz21tdkA0ZFMKQtrQWjoKyKIr8kiCGQyml6_foU4i0TYCb3g=w300,"50,000 - 100,000","October 18, 2013","STICKMAN IS THE TRUE WARRIOR IN GUNFIRE WORLD!Stickman always dreams to be another man like 007,the victory always belongs to those who get prepared.And one day,stickman is sent to complete a mission.A town is robbed by a group of unknown guys,what's more,they all carry weapons,stickman's mission is to take down those guys and rescue the innocent people there.It's gonna be a tough task.A motorcycle,a gun,that's all he carries,and guts,if that counts.There are robbers all around the town,they carry guns and shoot stickman once he steps in.This mission is the hardest one he ever met,is stickman the legend?Will he survive this mission?That's gonna be a big question.But stickman is already ready for this and he starts his journey now! So help stickman to complete the mission and be the legend!"
Punch Mouse,Game,https://lh5.ggpht.com/Z90jkbA7WwtAJ2BgqRUjUiB9cOSDltS2_M_xGkb3OOxaCLT_-AHQ9X1KKQWLqQBzDA=w300,"100,000 - 500,000","October 18, 2013","The spring comes and our farm turns into a green land,carrots are ready to be harvested, farmers are preparing their seeds and working for the next harvest season.It's  also the season the rats are running out to hunt for food. A group of greedy mouse poured into our farm and they steal carrots to eat.This behavior is nasty!We must teach them a lesson!They dig holes, and find everyting they can to feed themselves.Farmers are vey angry with these rats, they will kill all rats they can find!He finds a hammer and want to hit those mouse when they run out the hole and steal carrots.Punch Mouse is a very simple and attractive game. Give the mouse a hammer when it is up!"
三國牌牌戰,Game,https://lh6.ggpht.com/B8-zzCf-3junVfd6RL3JqoNsermpwL35nK5Pr4XUTGGTEkRaz20BzN2paZ-CrT5W8g=w300,"100,000 - 500,000","November 5, 2013",「三國牌牌戰」是首款融合撲克、三國、卡牌並帶來全新鬥智玩法的手機遊戲。透過輕鬆上手的多元玩法，讓你與呂布、關羽、趙雲等英雄豪傑結伴再戰三國！1.「原創撲克鬥牌對戰模式」結合撲克與卡牌的創新對戰模式，在戰鬥中能自由選擇出牌時機。任意搭配出如「對子」、「順子」、「同花」等獨特組合，讓你體驗與眾不同的新奇遊戲玩法。2.「千種錦囊妙計策略玩法」每位英雄都有各自不同的策略技能，如可針對全體攻擊的「猛毒」、能凍結對方行動的「冰雨」..等，組合出上千種策略玩法。讓你不再只是自動戰鬥，而是能隨心所欲的搭配上千種策略技能出奇制勝。3.「歷史戰役劇情經典重現」除了豐富的劇本關卡之外，還有「戰役」、「無雙」、「單挑」、「掠奪」..等多樣模式可進行。原汁原味重現經典歷史中的重要戰役。本軟體依中華民國遊戲軟體分級管理辦法分類為：護6級。
Bee Cave Blackjack Casino,Game,https://lh4.ggpht.com/K62z7a7W5ngjUv7QWCj9_pgB7Fo5Fa_3K9JI2epKEy_W_Xsv_9ie8U99VuDzqi417jap=w300,"5,000 - 10,000","November 1, 2013","COMING SOON: Slots, Slots, Slots!  Our slots games will be available on mobile and tablet soon!Welcome to Bee Cave Blackjack Casino, the best social blackjack game in the world. With the best players, the best tables and the best features - BC BJC is one of the fastest growing social casino games available! * Play for free immediately without login requirements* Facebook Connect available to link balance & level with desktop version or create BeeID account to keep your progress without Facebook* Fast paced game play* Standard tables and tournaments* 5-seat multiplayer action, play with friends!* Authentic rule options from casinos around the world* Free chips every 4 hours* Spin the daily Prize Wheel for BONUS Free chips* Collect XP to unlock new casinos around the world* Become the #1 player on the Leaderboard* Beat the competition in lightning-fast tournaments* Power up your game with new virtual drink charms Don't settle for other Blackjack games that are slow, single-player or have limited rules. Play the real deal, play Blackjack Casino.Notes: - Balance and level not saved in guest mode, easily upgrade to BeeID or Facebook to save progress- Supported in-game Languages: English, French, Italian, German, Spanish, Turkish, Portuguese, Japanese, Chinese, Russian, Korean, Dutch, Norwegian, Swedish, Danish, and Greek.- For entertainment purposes only, recommended for ages 18 and older."
Pokémon Adventure Free Pikachu,Game,https://lh5.ggpht.com/O3mBytaFMJBRvqwG0AAq1BMExqLliv2qQH7jIqD67rgDdOT73xY8VJ1rfv_6x0lWsjzI=w300,"10,000 - 50,000","November 1, 2013","::::: VERSION FREE :::::Pokemon Adventure Pikachu is a platform game with amazing gameplay and many challenges for you to enjoy along with Pikachu. Strategies and agility you can go forward easily, or not.The game features  Gym to get the insignias, legendary Pokémons , battle mewtwo, and the dream of every coach who is the Pokemon League!The save game system and continue for chapter makes the game even more exciting and challenging for you to strive to achieve.Play, discover, conquer , you is the best!Pokemon Adventure Pikachu FREE!"
Word Search Gold,Game,https://lh5.ggpht.com/cQp4wma2IPqE5CRW9DwIjy14oxNoLJ44Pz1yYWRUqVPdTQgP1FXeMyBESp92z0UFKQ=w300,"1,000 - 5,000","October 21, 2013","Simply the best high quality word search/word find puzzle game!Play unlimited unique high quality puzzles with the theme you like on your Android.Features:- Unlimited puzzles: each puzzle is unique- Three difficulty levels- Word lists from many popular categories- Word lists with foreign words- Local and 24hrs online scoreboard- High quality graphicsWelcome!The aim of the game is to find all hidden words which is really fun. With this game you can easily improve your vocabulary, concentration and spelling skills, and even prepare for English exams.There are various themes included to choose from:- Oktoberfest- Christmas- Winter- Jungle- Maya- Space- Coral reefA vast amount of words is included. There are the following top categories of word lists:- Basic English- English- Food and Meals- Leisure and Fun- The Animals- The City- The Health- The House- The Nature- The People- Society- The Things- Time and Calendar- Transportation- Special Language (Sports, Business, Physics, Math...)- Boy Names- Girl Names- Famous Brands- Famous Movies- King James Bible- TOEFL Vocab- IELTS Vocab- GRE Vocab- GMAT Vocab- SAT Vocab- Slang (American, Australian, and British)- French- Spanish- Portuguese- German- Italian- Hebrew (Biblical Hebrew, Modern Hebrew)- Greek- Russian- Turkish- LatinA high scores system is included. There is a daily 24h online leaderboard and as well local scores.Three levels of difficulty are given. The difficulties differ in the placement of the words. (Diagonal placement is e.g. more difficult than horizontal).Keywords: word search, puzzle, educational games, concentration, vocabulary, brain training, high scores, fun, quality, English, word find, wordsearch, wordfind, spelling"
Slender Man: Not Alone,Game,https://lh3.ggpht.com/2R32gNyLSeTbQqKBx5K4GPIjiPXeajFchGU1uQ2cmfUtXAVmUPQgJHOwgA-9_NEY4m7m=w300,"10,000 - 50,000","October 19, 2013",★★★★★ Slender Man: Not Alone ★★★★★                     ****GRATIS****★★★★★If you liked help us improve releasing a review from 5 stars★★★★★The most 'big and scary experience on Android!the best game of SlenderMan on Google Play Store!Are you ready to find 8 pages of Slender before they find you? -• Fantastic 3D Graphics• Graphics and Effects of Illumination HD• Texture in HDUpdate and Support: https://www.facebook.com/WhiteThunderProductionsWhiteThunderProductions ® By Antonino Truisi
Slam Dunk Champions,Game,https://lh5.ggpht.com/91LX-xUF6FQ7eWXlL0_OgyrRpXv_yWMlaqHapAkWlY6bAJzlsALCjaf8ZkKmhjcrejoh=w300,"10,000 - 50,000","October 7, 2013","***************************** The slam-dunk champion ***************************** Here it is.. Everyone was waiting it. 10 master dunk, and you can make it more with turning 360, alley - oop, and jumping over car feature. Controls are so simple.. Let's do your best.."
Diving Vacations Slots,Game,https://lh3.ggpht.com/UPv5HfQhwbjM0Q0rVwGfAn-OTqxQhsVZ0VItHLz-Lq0SQVGs2gJy_jDJKINa4NR4lwey=w300,"5,000 - 10,000","October 15, 2013","Diving Vacations is the classic casino slot machine game. It is based on underwater adventure story. Try yourself to explore amazing sea-world while playing slots game.Main features:	* Play on 5 reels with up to 11 lines	* Win free spins bonus game 	* Double up / Gamble (2:1 or 4:1) 	* Best math algorithms: return to player percent is 98% 	* Free credits to play. 	     You can get free credits by pushing ""BONUS PERL"" at specific amount of time.             You can purchase credits by in-app billing.Please provide us feedback, so we can improve quality of our service."
