317	279
486	73
189	427
461	86
137	320
453	258
158	394
79	385
296	497
134	263
148	106
45	252
487	420
346	114
495	446
84	310
224	346
451	326
428	46
350	204
253	340
184	426
287	170
402	44
360	216
136	355
246	225
120	57
303	28
292	111
329	412
321	293
347	144
478	57
189	217
152	267
226	161
235	473
430	352
316	495
217	123
201	65
95	322
214	201
413	97
131	419
309	362
362	212
383	432
123	239
335	171
61	401
154	425
94	181
181	48
267	352
475	17
233	70
424	331
315	46
244	276
467	237
500	236
483	152
458	364
228	323
146	435
256	188
348	496
130	287
462	209
479	141
2	112
203	186
367	204
448	89
458	449
254	384
499	476
488	179
155	490
356	284
245	119
388	409
27	178
111	176
346	366
202	459
194	72
424	349
394	358
171	116
411	141
115	78
379	334
0	69
68	138
353	248
71	117
293	376
225	102
252	239
20	128
226	195
35	189
282	416
113	356
92	265
297	451
426	144
250	215
141	465
358	54
99	415
216	44
215	147
185	307
379	301
321	319
213	375
456	428
300	441
230	212
331	471
107	232
89	245
367	4
194	170
448	389
172	358
254	483
300	219
438	190
290	314
461	219
316	0
411	205
299	158
208	334
137	359
82	295
234	285
347	490
221	174
98	296
63	133
145	431
71	249
35	322
85	499
331	98
448	285
51	321
33	19
69	476
431	441
19	208
255	235
34	76
241	199
145	356
214	494
223	398
295	412
251	76
249	289
8	112
92	253
476	15
465	168
221	339
485	500
154	274
364	213
251	327
460	480
393	122
9	314
327	437
396	333
392	6
438	149
176	174
282	202
31	240
136	158
5	408
342	127
398	501
248	198
213	374
335	490
145	436
288	463
255	451
243	385
433	225
157	297
357	105
197	459
119	57
305	36
43	495
293	140
346	53
409	454
131	211
465	10
357	393
389	93
38	179
195	498
43	304
379	492
216	412
152	364
243	294
181	194
277	228
325	219
3	161
48	17
111	477
129	300
259	118
77	335
224	215
126	218
311	320
341	186
65	191
110	486
374	269
283	221
279	343
43	432
122	13
386	60
88	381
340	82
422	80
452	481
347	358
37	198
162	478
202	158
307	260
367	16
342	130
184	408
206	398
340	492
25	393
109	395
122	215
352	474
254	60
221	131
2	488
363	242
34	0
387	260
304	164
242	14
326	114
341	102
455	5
360	193
164	149
299	170
106	188
493	427
278	417
68	454
60	52
77	409
282	57
459	336
89	23
92	403
346	462
297	36
14	489
173	349
11	355
484	494
329	214
63	209
171	129
348	473
233	175
215	501
2	69
307	476
501	347
34	47
467	233
178	181
24	376
125	440
471	418
315	211
353	143
411	389
111	343
489	179
56	434
288	330
489	462
498	457
161	397
448	178
219	338
269	349
117	418
480	66
254	357
214	448
474	366
470	320
209	49
163	103
423	70
73	32
322	178
229	20
411	449
93	154
374	362
445	95
361	108
443	417
471	412
85	319
80	250
112	216
455	163
62	392
398	323
211	493
383	444
227	336
307	237
133	456
447	351
409	476
480	118
118	100
29	377
255	171
317	404
69	38
73	473
352	300
469	411
327	89
59	493
368	355
392	118
180	166
284	79
214	149
389	329
39	105
392	278
20	202
213	30
381	280
172	296
170	487
42	75
208	402
85	447
358	410
27	349
278	156
13	342
182	295
331	335
20	435
1	418
387	290
136	260
383	392
238	413
240	485
433	409
191	79
437	378
99	484
385	456
325	226
217	377
86	479
11	276
361	321
82	358
29	34
127	161
221	103
324	100
252	41
10	201
477	352
347	324
445	457
309	434
349	315
470	271
202	468
164	434
134	377
291	245
393	123
118	87
369	187
354	88
356	322
14	187
18	107
294	221
274	127
242	372
183	260
23	365
343	233
115	415
456	201
246	451
229	182
183	72
200	317
221	260
279	221
160	59
9	149
120	178
160	184
75	7
482	252
134	253
437	53
85	298
361	275
364	83
412	25
78	202
48	426
53	60
452	314
434	374
85	277
247	184
186	204
32	312
54	137
170	418
175	214
105	247
264	174
61	269
419	128
137	211
500	262
466	228
128	492
103	79
341	497
328	415
43	483
230	208
325	475
357	104
126	128
379	350
104	131
38	296
393	265
446	70
409	287
446	347
53	391
387	412
134	90
372	487
57	188
428	164
202	11
410	320
222	295
214	155
360	402
493	269
77	275
324	253
314	476
411	97
251	145
447	156
238	20
145	365
445	307
299	387
486	12
86	285
15	269
442	84
267	89
262	251
119	249
481	11
357	39
402	386
423	231
413	44
50	152
74	296
308	184
457	315
492	344
445	487
411	402
148	222
134	465
275	442
154	258
459	452
420	285
231	56
336	112
223	115
165	294
263	279
474	41
326	408
461	50
217	255
315	194
361	80
245	275
56	257
347	436
154	322
305	404
125	436
303	500
147	489
413	415
335	501
496	50
16	499
21	374
454	82
414	453
477	71
395	123
371	278
78	171
271	48
125	500
74	60
18	468
161	344
271	354
269	475
115	92
59	177
322	250
114	299
405	398
80	305
194	228
177	375
2	274
351	35
169	257
154	459
406	324
314	368
463	29
181	61
10	352
131	95
437	258
218	313
445	176
185	232
431	393
382	481
180	415
199	212
90	180
354	121
430	85
433	148
156	68
463	229
467	246
99	301
421	393
233	403
224	14
432	137
44	289
135	400
335	115
81	440
273	4
474	52
161	162
409	121
175	17
149	171
342	59
55	298
116	412
251	270
501	114
272	230
449	248
311	487
112	129
156	175
150	127
364	293
305	251
13	66
91	340
273	278
347	349
313	430
464	43
349	52
482	114
14	262
4	350
7	136
453	376
30	85
57	108
452	169
320	158
125	389
116	400
368	96
166	218
299	29
480	49
101	342
235	366
141	83
499	283
66	226
115	35
321	341
55	219
167	362
263	19
244	80
350	84
473	383
263	104
43	329
415	95
134	235
385	209
362	147
350	352
466	456
281	325
25	244
134	187
386	5
361	127
114	240
215	466
373	142
27	285
446	191
416	377
65	67
273	302
289	254
165	459
486	287
170	128
129	399
416	123
346	308
244	76
449	193
73	312
423	59
237	363
387	136
199	136
344	338
222	67
488	140
361	244
81	405
235	322
444	145
497	486
217	403
145	421
288	67
193	126
80	470
429	24
205	310
206	115
354	368
482	149
127	276
290	318
477	95
69	347
431	62
156	419
16	142
352	182
301	205
475	197
287	397
212	189
305	268
89	434
336	419
333	44
166	496
213	235
330	107
182	122
315	367
501	432
211	325
492	65
98	45
438	467
240	49
160	394
293	260
427	171
128	43
277	386
38	311
282	367
480	331
21	447
36	159
298	318
337	383
406	117
466	282
108	457
272	297
87	284
355	164
269	350
435	203
99	495
133	351
238	33
197	33
236	155
139	29
71	94
264	421
200	323
315	469
207	85
274	301
201	400
189	425
159	87
49	72
429	358
478	112
1	281
152	20
381	176
16	258
6	57
399	8
189	275
252	474
189	180
463	102
408	198
218	147
296	190
297	306
68	46
50	280
71	254
12	238
246	479
65	105
354	118
183	279
305	0
262	17
144	283
295	39
285	38
131	396
399	330
385	58
434	416
308	180
373	415
218	381
489	407
378	415
64	233
355	2
425	361
350	287
177	66
488	71
107	325
256	386
9	470
323	125
6	471
83	100
220	98
212	256
365	451
108	96
187	238
390	1
279	179
355	390
276	126
308	362
384	69
41	286
69	224
387	435
145	388
340	25
461	285
52	59
42	39
449	164
68	488
422	183
408	144
187	417
368	101
335	258
169	416
189	460
264	282
359	125
184	1
449	251
209	418
334	257
492	356
343	454
113	454
194	393
141	238
372	471
451	115
246	299
491	447
370	396
300	340
317	408
320	157
178	390
304	57
187	277
381	14
163	217
23	440
316	313
39	154
376	204
386	409
394	30
408	120
174	478
330	485
47	189
385	184
3	141
0	100
478	149
312	311
365	38
138	59
208	88
368	386
408	355
72	375
113	89
111	273
184	20
67	93
81	79
112	146
193	292
4	441
133	331
431	417
124	321
115	126
427	345
466	180
194	197
61	41
433	111
354	144
443	216
32	113
220	172
157	185
459	130
232	170
423	482
187	269
385	279
430	241
96	216
267	4
475	220
111	487
346	441
266	440
272	349
176	18
198	254
183	242
271	20
453	149
275	145
155	31
463	423
15	91
305	457
324	156
58	355
194	63
139	491
428	309
494	70
31	34
178	374
212	113
493	383
384	92
184	492
144	234
452	446
379	59
419	112
9	24
438	482
153	284
39	65
307	109
42	365
183	172
435	402
274	321
382	166
3	363
299	227
395	393
109	331
4	224
278	437
115	33
405	344
18	133
11	470
120	407
402	304
494	24
445	258
270	475
163	156
228	163
249	482
468	92
495	142
259	99
382	282
213	14
132	98
185	200
286	91
439	378
453	278
468	16
351	103
372	296
292	202
225	419
76	398
442	51
205	474
319	423
438	439
103	10
336	92
79	136
395	263
236	0
180	373
173	401
215	253
139	242
491	130
271	249
116	421
422	98
393	268
293	37
426	432
471	104
311	31
227	244
430	488
251	361
225	19
364	138
154	375
295	350
373	76
445	127
191	349
282	438
378	314
93	8
34	455
35	178
288	495
91	322
336	468
259	500
324	340
62	257
415	478
68	494
270	171
148	439
117	123
143	376
183	389
262	335
252	372
257	487
2	74
10	474
309	498
85	66
299	291
182	232
483	482
53	394
250	402
103	42
435	175
211	490
95	443
233	464
235	355
489	470
189	447
362	285
62	180
302	71
131	471
284	415
332	489
112	161
233	355
316	501
20	418
39	130
198	136
1	264
17	197
241	27
432	297
271	17
483	44
275	36
46	95
370	480
34	44
178	186
394	335
105	13
3	82
135	190
138	178
414	419
416	171
382	14
393	106
499	78
44	159
203	304
485	245
266	34
268	254
196	8
13	218
466	207
325	382
409	453
352	467
39	36
304	111
329	395
123	97
405	230
382	471
368	69
116	215
495	473
332	452
251	372
173	362
434	200
121	275
271	123
309	480
484	335
376	316
163	169
479	316
132	387
30	19
114	460
468	467
373	240
97	66
454	177
61	2
219	433
6	219
192	185
250	335
315	127
37	42
424	79
273	294
83	162
233	499
75	299
170	337
238	18
240	9
200	281
291	38
489	379
269	356
487	419
231	487
335	274
264	151
354	404
432	473
297	252
498	274
388	205
463	182
227	470
469	17
160	316
116	322
59	319
214	462
170	307
273	355
330	57
120	380
207	453
0	450
240	284
412	163
489	174
339	85
48	322
241	414
128	291
38	413
405	422
393	140
140	198
30	478
167	309
247	27
243	174
32	366
323	300
16	455
178	400
78	391
125	382
311	63
56	397
295	215
260	288
145	441
243	463
407	453
307	339
114	433
255	271
357	29
476	12
431	456
218	82
291	212
452	119
472	225
249	304
183	215
348	233
217	310
107	25
41	224
12	46
255	21
373	131
337	165
307	334
129	31
434	199
317	243
63	54
408	234
215	461
104	160
51	16
76	403
11	229
336	68
455	407
458	459
259	320
184	228
202	135
19	48
259	283
336	287
132	370
275	200
88	279
370	236
37	115
280	109
430	476
338	295
395	333
216	46
459	245
347	379
208	168
162	454
137	435
70	483
308	341
388	228
236	320
172	489
259	390
262	178
496	474
473	168
215	190
113	86
437	438
464	371
7	126
423	368
331	104
6	278
59	171
411	264
211	402
1	202
399	37
363	318
296	392
237	368
5	35
11	430
63	407
376	239
237	125
6	0
361	6
361	448
160	191
179	14
418	223
235	76
128	290
360	452
239	333
263	253
277	120
114	129
480	283
230	37
55	399
430	369
391	132
308	94
487	166
445	344
113	147
219	270
69	147
135	383
188	61
356	135
7	453
126	3
158	358
116	161
202	482
486	442
95	38
41	177
30	460
243	68
39	457
309	241
395	442
166	439
211	268
475	74
109	317
190	342
408	490
123	438
356	285
88	209
501	103
343	376
482	127
190	18
359	333
316	238
475	20
100	23
378	181
34	130
445	140
32	427
443	377
13	340
136	126
312	31
298	413
232	76
90	441
476	501
321	268
271	252
350	337
216	289
432	390
396	299
216	155
394	467
367	236
273	11
332	5
264	140
286	93
496	26
33	67
178	152
119	496
138	3
195	332
143	148
21	240
379	147
447	22
53	247
476	96
322	359
121	320
235	362
453	396
415	411
385	189
447	199
389	104
8	211
35	499
180	128
407	228
379	94
13	262
14	433
458	287
69	136
22	351
145	450
196	396
23	262
305	416
425	182
181	441
325	249
86	173
301	439
497	236
124	295
274	211
249	175
429	491
459	16
13	178
425	278
339	43
214	303
425	170
360	164
228	210
403	212
203	114
294	58
287	181
455	490
304	467
173	199
174	170
420	369
495	331
71	204
96	486
349	247
433	402
92	203
427	401
231	64
241	210
71	175
391	113
460	446
362	479
49	411
432	276
462	389
347	196
467	448
264	26
334	473
123	179
276	17
148	35
175	100
278	458
423	8
446	206
263	443
465	28
461	99
413	124
83	130
370	248
114	496
455	284
194	42
240	253
297	194
88	84
319	485
381	463
406	326
234	398
474	5
73	123
391	4
357	85
125	4
150	77
424	130
467	80
235	433
127	63
145	61
230	206
390	107
373	154
382	108
415	311
416	397
443	80
143	226
5	136
146	268
13	479
442	185
40	23
175	99
493	254
11	362
272	14
150	374
35	103
143	312
87	250
329	296
174	233
285	440
83	277
82	54
264	286
144	460
292	484
180	429
57	78
405	291
138	52
490	256
70	390
378	73
18	240
390	480
136	354
283	212
487	302
312	310
39	316
166	0
340	16
43	496
185	211
71	371
239	298
423	159
419	33
428	371
448	151
313	321
182	501
467	84
10	215
354	9
154	445
264	460
342	375
417	287
409	321
135	45
295	319
269	243
54	317
301	47
11	228
136	262
140	364
245	103
129	446
117	189
272	455
427	151
290	251
68	292
418	222
279	380
3	181
4	430
391	310
36	391
171	304
98	495
202	309
224	457
245	451
362	10
54	107
81	445
356	23
38	13
165	230
346	459
485	147
216	299
98	15
17	158
364	275
439	209
385	224
81	392
467	410
306	278
348	126
500	120
474	124
111	456
424	187
63	350
33	239
114	195
416	39
485	367
281	126
83	244
355	222
111	422
449	450
198	222
356	120
439	277
277	201
380	213
371	314
381	62
103	391
350	201
362	381
224	57
361	213
349	127
135	379
482	299
452	399
450	167
8	385
231	359
248	348
392	310
33	311
495	268
230	373
421	33
307	83
24	403
467	207
246	211
320	32
439	157
324	403
203	373
311	480
499	7
293	121
273	197
377	446
432	218
489	95
161	168
60	171
81	148
285	302
205	135
443	181
457	421
173	243
486	207
383	275
307	364
132	180
370	70
308	248
360	419
18	14
148	360
172	177
307	130
365	73
232	247
164	477
254	315
409	35
48	154
483	192
44	217
342	204
214	390
316	260
50	452
179	376
47	117
329	113
357	416
177	70
253	50
228	185
432	217
126	172
451	243
445	364
408	50
412	33
186	408
357	77
175	396
385	62
429	242
499	193
127	461
386	440
324	200
5	245
399	373
277	5
28	352
36	308
249	35
242	93
205	287
315	143
158	484
125	374
8	197
296	231
338	114
258	148
442	290
189	173
11	68
184	479
210	442
63	359
57	26
206	315
488	94
184	42
102	155
414	6
51	259
132	498
340	413
404	304
188	87
407	287
170	297
164	7
334	391
151	487
286	435
118	127
30	146
162	436
376	472
261	310
111	366
377	316
167	271
284	495
106	155
326	30
472	17
388	215
344	277
35	87
342	26
146	50
392	479
177	170
256	481
425	165
366	349
409	331
224	409
65	301
315	214
190	347
397	125
143	120
28	46
435	411
406	174
324	70
116	15
453	341
497	144
87	141
126	200
289	84
458	208
238	157
113	366
129	449
459	92
273	194
257	302
244	272
288	186
92	221
274	420
86	66
124	290
233	61
155	103
454	276
472	496
1	24
262	436
39	255
183	352
32	451
488	232
493	311
140	274
234	498
493	461
64	207
366	76
477	216
70	172
68	437
75	48
305	282
132	449
96	274
231	27
250	493
245	357
473	364
419	10
376	127
54	493
463	63
404	282
440	215
492	294
327	82
501	146
25	72
5	259
274	330
186	113
3	474
90	340
140	356
162	219
245	0
275	217
247	336
166	236
145	426
151	142
42	332
41	365
144	489
321	486
182	272
40	238
240	321
286	210
148	32
249	220
133	262
407	18
481	263
175	75
296	191
13	32
176	191
240	482
244	432
124	240
159	1
38	164
204	40
342	443
38	495
327	390
422	138
230	320
228	436
105	338
74	46
377	238
19	290
272	338
312	149
256	310
474	22
167	501
464	489
31	141
340	38
343	317
43	93
310	151
303	273
338	255
33	130
245	410
479	118
71	55
142	295
384	171
348	243
500	183
14	122
152	447
482	248
388	4
297	57
303	390
27	210
126	280
49	335
294	254
390	140
296	354
456	371
15	139
90	270
254	9
211	106
323	92
365	481
391	65
374	173
394	489
321	30
225	495
227	54
487	8
319	115
367	359
378	484
372	77
274	272
73	419
163	120
384	361
479	280
73	31
457	400
234	355
28	73
478	65
248	452
309	332
111	489
224	9
255	111
93	291
408	192
171	366
200	268
138	355
204	18
299	320
178	417
297	486
258	376
32	265
400	359
90	359
295	348
36	147
33	70
443	286
449	388
195	249
255	208
382	185
285	189
253	320
281	312
390	174
14	389
449	431
105	102
47	319
494	296
240	475
117	257
299	436
118	111
300	112
101	411
26	334
459	33
384	74
175	382
232	127
137	119
396	482
291	213
269	257
65	229
243	154
76	371
307	269
446	156
364	380
298	324
371	275
61	445
324	114
315	34
118	81
116	170
496	0
379	285
130	253
34	197
425	209
298	114
362	230
181	54
105	19
388	38
207	195
432	285
315	406
260	261
324	386
240	324
461	203
327	280
179	409
98	187
20	476
95	446
149	388
409	289
135	95
498	262
65	285
17	299
377	398
500	415
146	9
449	352
370	274
89	167
215	9
307	423
13	499
188	346
357	0
419	373
166	125
401	441
277	357
204	77
399	173
89	257
127	71
270	329
376	251
99	408
406	43
22	482
176	1
10	298
12	272
31	159
246	243
190	434
261	416
388	43
0	144
445	361
420	108
348	362
182	67
99	40
83	316
25	53
191	456
11	466
287	244
320	280
284	343
197	141
377	54
84	434
57	439
80	291
397	259
18	485
407	427
39	101
447	214
164	281
467	383
328	102
297	286
183	335
185	91
23	353
89	351
424	90
74	86
268	216
49	439
26	85
222	79
467	313
207	247
277	478
161	434
383	333
242	499
260	349
467	249
83	306
45	167
306	468
456	51
101	113
307	352
448	426
126	252
37	210
64	304
93	250
383	351
241	175
304	359
146	14
404	477
309	438
291	111
455	360
428	488
417	72
405	170
184	106
71	470
45	17
387	398
70	230
10	359
214	184
406	343
444	495
347	447
67	458
258	27
483	199
148	372
55	159
189	342
178	157
482	412
158	380
395	25
182	98
409	154
188	123
351	340
52	144
431	135
324	261
306	212
380	355
77	99
245	424
169	358
134	132
357	64
448	447
315	312
17	230
492	430
432	205
38	83
262	253
32	220
56	342
448	306
93	331
365	304
390	416
392	151
40	29
354	119
377	42
491	301
216	210
156	103
360	109
450	358
22	54
110	248
93	144
384	145
421	317
76	285
486	496
190	337
220	234
420	318
164	243
450	445
16	59
169	405
270	482
356	493
357	19
334	324
463	195
245	223
32	130
467	321
0	135
81	154
327	183
162	432
345	298
323	311
368	305
164	354
118	60
226	425
406	450
191	427
158	421
423	288
105	214
390	393
459	275
470	124
258	277
474	376
387	476
220	385
82	434
396	244
447	179
78	392
394	474
97	39
150	397
317	377
249	302
399	109
185	123
258	480
395	305
361	102
317	356
200	355
298	440
328	455
137	110
393	107
490	274
496	411
310	147
183	295
109	442
97	202
468	501
112	213
142	351
150	316
431	294
353	216
192	477
81	338
345	49
151	330
497	315
441	495
356	148
386	380
260	418
154	131
91	68
434	135
211	313
304	421
179	57
485	354
23	173
53	231
247	26
364	141
228	74
237	59
471	306
342	319
174	396
276	440
272	276
11	497
361	487
64	285
483	171
368	363
81	97
393	461
205	263
349	136
293	495
383	72
397	73
36	270
265	212
327	414
403	342
353	408
416	274
190	290
12	147
260	304
355	41
224	96
187	135
431	283
485	79
477	398
147	478
337	125
447	500
121	185
443	2
154	56
453	359
319	327
265	201
501	42
98	323
283	355
76	254
79	363
214	310
107	132
365	153
43	286
344	333
257	177
74	266
316	276
363	467
246	258
21	121
259	33
166	28
494	22
282	60
43	54
323	298
488	449
64	490
136	479
256	15
176	331
315	157
333	441
172	412
59	254
385	299
135	39
235	77
407	129
107	33
237	228
397	106
280	117
6	125
23	435
285	305
461	126
4	455
386	363
302	233
155	135
211	100
330	98
157	421
319	449
294	391
178	16
341	347
5	165
347	15
201	258
418	207
501	61
435	112
222	443
80	469
39	182
383	220
490	479
7	409
191	340
203	136
479	107
373	354
141	53
155	291
495	311
171	111
179	356
0	2
167	137
287	160
168	424
464	4
272	458
332	25
105	58
89	340
202	457
91	282
20	26
392	282
403	381
299	52
17	107
143	458
151	419
57	383
423	143
489	403
322	308
386	126
338	231
285	192
29	70
343	76
220	60
494	92
45	410
102	499
488	275
204	222
31	118
11	260
236	29
402	385
259	125
349	258
404	12
400	220
173	89
490	93
153	24
410	419
277	96
420	324
414	103
125	380
333	87
125	168
398	388
345	347
155	14
436	252
133	99
217	103
454	359
481	302
279	7
59	461
320	109
487	406
201	234
127	382
473	94
65	64
267	209
54	72
397	143
0	174
232	100
439	92
464	472
274	144
7	155
436	429
490	439
341	422
482	156
191	105
90	473
260	172
318	434
29	351
401	385
390	501
333	360
136	364
401	345
48	49
474	368
177	171
70	221
380	256
461	477
186	40
151	343
266	373
450	184
247	407
389	156
116	243
346	194
62	410
268	445
57	204
131	302
265	232
242	25
206	236
182	456
303	247
159	332
56	370
39	145
364	115
94	124
3	121
159	485
59	94
64	340
369	35
403	150
211	64
75	114
123	435
194	258
150	148
426	449
286	239
434	104
375	138
292	352
279	405
280	472
379	241
397	105
452	422
357	280
283	391
88	5
451	444
353	132
244	46
151	214
27	259
271	63
210	316
485	273
47	1
168	119
394	275
344	278
205	78
16	350
148	342
384	232
378	23
289	358
53	23
305	332
497	277
236	353
367	362
296	284
449	403
96	153
222	18
224	19
246	116
2	142
499	69
224	156
465	371
101	99
122	479
288	9
381	222
385	478
385	406
153	38
325	162
448	135
134	38
115	140
248	69
152	117
402	355
407	94
493	191
308	129
372	197
237	351
206	362
22	429
20	409
267	147
430	277
179	34
355	392
169	311
44	361
282	83
28	440
421	281
259	375
10	483
200	257
104	212
152	54
176	315
405	336
234	161
490	379
401	166
441	210
335	79
454	209
145	456
149	337
363	133
139	189
24	298
112	382
282	58
48	71
233	290
435	191
166	214
449	254
61	353
326	87
287	120
174	456
137	418
215	404
89	501
33	330
444	406
41	303
253	336
225	353
482	261
386	467
365	354
154	174
379	314
408	380
391	331
292	395
53	253
201	165
353	323
13	241
315	192
357	391
153	196
19	487
272	135
211	379
132	312
423	241
413	276
420	120
449	99
397	384
325	304
448	453
266	126
326	233
297	138
222	269
226	188
452	402
485	312
433	491
330	364
154	203
247	36
227	148
242	195
253	203
94	130
431	366
170	235
401	317
287	223
455	230
276	452
188	86
465	180
26	312
123	311
401	470
494	495
18	24
163	92
172	483
263	157
369	111
197	229
434	302
35	177
392	44
23	172
177	469
189	467
114	56
117	475
251	9
315	371
94	27
18	361
318	80
43	185
181	138
52	56
306	329
122	139
330	48
242	22
288	263
96	273
260	241
457	262
417	57
210	320
75	323
171	386
247	416
111	119
171	353
379	184
161	219
338	429
490	33
118	466
271	145
163	405
134	500
167	339
386	128
35	346
103	3
221	397
23	449
159	383
56	275
401	4
140	169
367	343
202	166
133	106
108	37
360	50
179	312
108	345
438	228
248	32
269	293
301	500
425	407
103	134
327	378
10	476
43	53
479	395
259	467
455	165
480	209
382	74
242	89
117	484
181	169
130	388
307	468
17	420
149	263
174	19
161	361
246	200
278	261
423	386
441	119
395	23
477	329
189	88
107	453
107	388
288	68
183	339
334	488
76	123
69	311
122	361
458	424
483	110
491	425
215	95
212	28
47	140
182	301
351	203
439	106
162	146
399	371
413	107
468	399
15	317
163	133
237	445
261	362
481	358
424	323
386	451
142	44
117	319
220	196
116	442
420	253
133	432
455	446
279	399
267	54
487	305
408	287
167	328
281	121
91	209
278	389
270	319
491	39
53	397
223	213
164	202
327	432
311	125
145	232
392	403
391	16
11	126
498	30
400	273
484	233
430	96
40	101
145	462
461	421
175	405
357	491
7	195
350	102
439	441
461	387
236	20
286	114
227	30
404	78
201	206
448	264
81	367
431	359
186	179
381	283
66	49
278	197
474	199
39	499
373	362
281	427
72	180
267	15
198	165
427	101
293	437
425	141
383	332
433	483
494	453
330	60
245	34
389	470
233	250
414	499
308	113
317	99
92	348
260	79
86	156
498	123
28	135
341	317
356	306
265	149
6	156
410	253
399	122
436	385
391	275
192	430
298	140
26	383
132	294
131	148
39	169
149	102
496	373
59	100
59	283
166	145
168	429
102	233
233	413
449	233
350	99
446	236
219	429
157	348
316	182
182	190
2	353
485	486
315	465
37	176
379	18
358	442
236	483
299	305
440	488
239	227
384	27
167	140
231	436
93	68
385	198
325	200
59	115
386	271
146	28
450	323
396	350
29	155
310	413
209	453
373	1
19	31
415	104
145	268
258	62
85	494
470	380
229	76
190	447
103	128
197	109
127	66
79	479
499	191
414	176
247	204
385	480
281	323
285	98
316	468
107	402
91	481
111	66
151	223
430	55
96	234
122	84
306	334
155	429
224	90
111	200
203	491
226	156
86	339
173	479
138	407
73	451
251	54
315	248
193	16
217	425
12	85
210	175
408	430
262	182
448	379
95	292
256	146
107	210
202	12
349	314
386	172
1	398
362	78
297	490
425	401
384	108
28	377
332	284
201	149
469	218
275	30
340	219
227	130
149	31
304	437
73	369
474	380
406	260
251	317
489	301
98	328
187	18
135	467
427	398
88	178
234	128
420	360
391	356
218	211
348	351
121	80
384	480
26	112
198	53
3	49
350	383
7	53
316	428
192	462
216	314
446	177
410	416
62	263
15	170
308	46
54	339
139	163
294	177
442	200
125	87
75	448
43	238
451	169
397	140
104	90
163	417
331	159
436	114
62	255
374	275
227	133
418	66
161	44
171	465
107	23
325	215
296	91
106	348
85	171
366	461
108	84
378	116
101	142
372	477
225	499
286	330
259	309
479	484
289	356
207	174
136	391
183	28
366	310
354	108
161	235
498	185
74	348
28	246
363	152
471	247
483	402
265	115
265	348
176	323
57	195
210	198
